,School Year,Building Code,DBN,Location Name,Location Code,Major N,Oth N,NoCrim N,Prop N,Vio N,TotalCrimes
3115,2014-15,M435,04M435,Manhattan Center for Science and Mathematics,M435,,,,,,0.0
3116,2014-15,M435,04M825,Isaac Newton Middle School for Math & Science,M825,,,,,,0.0
3117,2014-15,M435,,260 PLEASANT AVENUE CONSOLIDATED LOCATION,,3.0,3.0,7.0,3.0,3.0,19.0
3118,2014-15,M485,03M485,Fiorello H. LaGuardia High School of Music & Art a,M485,0.0,3.0,8.0,2.0,1.0,14.0
3119,2014-15,M440,02M313,"James Baldwin School, The: A School for Expedition",M313,,,,,,0.0
3120,2014-15,M440,02M392,MANHATTAN BUSINESS ACADEMY,M392,,,,,,0.0
3121,2014-15,M440,02M419,Landmark High School,M419,,,,,,0.0
3122,2014-15,M440,02M422,Quest to Learn,M422,,,,,,0.0
3123,2014-15,M440,02M437,Hudson High School of Learning Technologies,M437,,,,,,0.0
3124,2014-15,M440,02M605,Humanities Preparatory Academy,M605,,,,,,0.0
3125,2014-15,M440,,351 WEST  18 STREET CONSOLIDATED LOCATION,,7.0,10.0,24.0,12.0,3.0,56.0
3126,2014-15,M445,02M294,Essex Street Academy,M294,,,,,,0.0
3127,2014-15,M445,02M305,"Urban Assembly Academy of Government and Law, The",M305,,,,,,0.0
3128,2014-15,M445,02M308,Lower Manhattan Arts Academy,M308,,,,,,0.0
3129,2014-15,M445,02M543,New Design High School,M543,,,,,,0.0
3130,2014-15,M486,02M529,Jacqueline Kennedy Onassis High School,M529,1.0,9.0,13.0,6.0,4.0,33.0
3131,2014-15,M445,02M545,High School for Dual Language and Asian Studies,M545,,,,,,0.0
3132,2014-15,M445,,350 GRAND STREET CONSOLIDATED LOCATION,,2.0,8.0,9.0,4.0,2.0,25.0
3133,2014-15,M446,01M448,University Neighborhood High School,M448,0.0,1.0,2.0,1.0,0.0,4.0
3134,2014-15,M451,02M550,Liberty High School Academy for Newcomers,M550,0.0,1.0,1.0,0.0,1.0,3.0
3135,2014-15,M460,02M374,Gramercy Arts High School,M374,,,,,,0.0
3136,2014-15,M460,02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,M399,,,,,,0.0
3137,2014-15,M460,02M438,International High School at Union Square,M438,,,,,,0.0
3138,2014-15,M460,02M473,Washington Irving Yabc,M473,,,,,,0.0
3139,2014-15,M460,02M533,Union Square Academy for Health Sciences,M533,,,,,,0.0
3140,2014-15,M460,02M546,Academy for Software Engineering,M546,,,,,,0.0
3141,2014-15,M814,06M346,Community Health Academy of the Heights,M346,0.0,3.0,4.0,2.0,0.0,9.0
3142,2014-15,M460,84M174      ,Success Academy Union Square (Manhattan 1),M174,,,,,,0.0
3143,2014-15,M460,,40 IRVING PLACE CONSOLIDATED LOCATION,,2.0,8.0,25.0,6.0,3.0,44.0
3144,2014-15,M465,06M457,George Washington Yabc,M457,,,,,,0.0
3145,2014-15,M465,06M462,The College Academy,M462,,,,,,0.0
3146,2014-15,M465,06M463,High School for Media and Communications,M463,,,,,,0.0
3147,2014-15,M465,06M467,High School for Law and Public Service,M467,,,,,,0.0
3148,2014-15,M465,06M468,High School for Health Careers and Sciences,M468,,,,,,0.0
3149,2014-15,M465,,549 AUDUBON AVENUE CONSOLIDATED LOCATION,,4.0,13.0,27.0,9.0,8.0,61.0
3150,2014-15,M470,03M402,The Urban Assembly School for Green Careers,M402,,,,,,0.0
3151,2014-15,M470,03M403,The Global Learning Collaborative,M403,,,,,,0.0
3152,2014-15,M470,03M404,Innovation Diploma Plus,M404,,,,,,0.0
3153,2014-15,M470,03M417,FRANK McCOURT HIGH SCHOOL,M417,,,,,,0.0
3154,2014-15,M470,84M523      ,Success Academy Charter School - Upper West,M577,,,,,,0.0
3155,2014-15,M470,,145 WEST  84 STREET CONSOLIDATED LOCATION,,3.0,14.0,24.0,10.0,4.0,55.0
3156,2014-15,M475,02M407,Institute for Collaborative Education,M407,,,,,,0.0
3157,2014-15,Q450,30Q555,Newcomers High School,Q555,0.0,1.0,1.0,0.0,1.0,3.0
3158,2014-15,M475,02M420,High School for Health Professions and Human Servi,M420,,,,,,0.0
3159,2014-15,M475,75M226,P.S. M226,M226,,,,,,0.0
3160,2014-15,M475,,345 EAST  15TH STREET CONSOLIDATED LOCATION,,0.0,7.0,15.0,3.0,3.0,28.0
3161,2014-15,M477,02M475,Stuyvesant High School,M475,0.0,1.0,1.0,1.0,0.0,3.0
3162,2014-15,M480,02M225,Ella Baker School,M225,,,,,,0.0
3163,2014-15,M480,02M449,Vanguard High School,M449,,,,,,0.0
3164,2014-15,M480,02M459,Manhattan International High School,M459,,,,,,0.0
3165,2014-15,M480,02M519,Talent Unlimited High School,M519,,,,,,0.0
3166,2014-15,M480,02M565,Urban Academy Laboratory High School,M565,,,,,,0.0
3167,2014-15,M480,,317 EAST  67 STREET CONSOLIDATED LOCATION,,0.0,3.0,2.0,0.0,2.0,7.0
3168,2014-15,M873,02M439,Manhattan Village Academy,M439,0.0,0.0,0.0,0.0,0.0,0.0
3169,2014-15,M488,02M059,P.S. 059 Beekman Hill International,M059,,,,,,0.0
3170,2014-15,M488,02M630,Art and Design High School,M630,,,,,,0.0
3171,2014-15,M488,,231-249 EAST 56 STREET CONSOLIDATED LOCATION,,1.0,10.0,2.0,7.0,4.0,24.0
3172,2014-15,M490,03M283,Manhattan Theatre Lab High School,M283,,,,,,0.0
3173,2014-15,M490,03M299,"High School for Arts, Imagination and Inquiry",M299,,,,,,0.0
3174,2014-15,M816,02M527,PS 527 - East Side School for Social Action,M527,0.0,0.0,0.0,0.0,0.0,0.0
3175,2014-15,M490,03M307,"Urban Assembly School for Media Studies, The",M307,,,,,,0.0
3176,2014-15,M490,03M492,"High School for Law, Advocacy and Community Justic",M492,,,,,,0.0
3177,2014-15,M490,03M494,High School of Arts and Technology,M494,,,,,,0.0
3178,2014-15,M490,03M541,Manhattan / Hunter Science High School,M541,,,,,,0.0
3179,2014-15,M490,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,2.0,11.0,60.0,7.0,3.0,83.0
3180,2014-15,M495,04M495,Park East High School,M495,0.0,2.0,2.0,1.0,1.0,6.0
3181,2014-15,M501,03M341,HCZ PROMISE ACADEMY II CHARTER SCHOOL(MN) ,M341,,,,,,0.0
3182,2014-15,M501,05M157,The Urban Assembly School for Global Commerce,M157,,,,,,0.0
3183,2014-15,M501,05M469,Choir Academy of Harlem,M469,,,,,,0.0
3184,2014-15,M501,,2005 MADISON AVENUE CONSOLIDATED LOCATION,,2.0,0.0,3.0,1.0,1.0,7.0
3185,2014-15,M506,03M505,Edward A. Reynolds West Side High School,M505,0.0,4.0,8.0,4.0,0.0,16.0
3186,2014-15,M510,01M458,Forsyth Satellite Academy,M458,,,,,,0.0
3187,2014-15,M510,01M650,Cascades High School,M650,,,,,,0.0
3188,2014-15,M510,,198 FORSYTH STREET CONSOLIDATED LOCATION,,1.0,7.0,1.0,5.0,3.0,17.0
3189,2014-15,M520,02M135,The Urban Assembly School for Emergency Management,M135,,,,,,0.0
3190,2014-15,M520,02M280,Manhattan Early College School for Advertising,M280,,,,,,0.0
3191,2014-15,M824,02M418,Millennium High School,M418,0.0,0.0,0.0,0.0,0.0,0.0
3192,2014-15,M520,02M282,Urban Assembly Maker Academy,M282,,,,,,0.0
3193,2014-15,M520,02M520,Murry Bergtraum High School for Business Careers,M520,,,,,,0.0
3194,2014-15,M641,75M501,Home Instruction,M501,,,,,,0.0
3195,2014-15,M520,,411 PEARL STREET CONSOLIDATED LOCATION,,7.0,10.0,25.0,8.0,8.0,58.0
3196,2014-15,M528,06M528,I.S. 528 Bea Fuller Rodgers School,M528,0.0,0.0,0.0,0.0,0.0,0.0
3197,2014-15,M535,02M288,Food and Finance High School,M288,,,,,,0.0
3198,2014-15,M535,02M296,High School of Hospitality Management,M296,,,,,,0.0
3199,2014-15,M535,02M300,"Urban Assembly School of Design and Construction,",M300,,,,,,0.0
3200,2014-15,M535,02M303,"Facing History School, The",M303,,,,,,0.0
3201,2014-15,M535,02M542,Manhattan Bridges High School,M542,,,,,,0.0
3202,2014-15,M535,,525 WEST  50TH STREET CONSOLIDATED LOCATION,,2.0,7.0,26.0,7.0,2.0,44.0
3203,2014-15,M540,06M540,A. Philip Randolph Campus High School,M540,10.0,17.0,16.0,13.0,12.0,68.0
3204,2014-15,M600,02M600,The High School of Fashion Industries,M600,1.0,7.0,11.0,7.0,1.0,27.0
3205,2014-15,M615,02M376,NYC iSchool,M376,,,,,,0.0
3206,2014-15,M615,02M615,Chelsea Career and Technical Education High School,M615,,,,,,0.0
3207,2014-15,M615,,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,,0.0,1.0,5.0,0.0,1.0,7.0
3208,2014-15,M620,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,M427,,,,,,0.0
3209,2014-15,M620,02M432,Murray Hill Academy,M432,,,,,,0.0
3210,2014-15,M620,02M500,Unity Center for Urban Technologies,M500,,,,,,0.0
3211,2014-15,M620,84M351,SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS(MS),M351,,,,,,0.0
3212,2014-15,M620,,111 EAST  33RD STREET CONSOLIDATED LOCATION,,2.0,7.0,10.0,3.0,6.0,28.0
3213,2014-15,M625,02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,M139,,,,,,0.0
3214,2014-15,M625,02M393,BUSINESS OF SPORTS SCHOOL,M393,,,,,,0.0
3215,2014-15,M625,02M507,Urban Assembly Gateway School for Technology,M507,,,,,,0.0
3216,2014-15,M625,02M625,High School of Graphic Communication Arts,M625,,,,,,0.0
3217,2014-15,M625,84M170      ,Success Academy Hell's Kitchen,M170,,,,,,0.0
3218,2014-15,M625,,439 WEST 49TH STREET CONSOLIDATED LOCATION,,1.0,5.0,6.0,5.0,1.0,18.0
3219,2014-15,M641,02M560,High School M560 - City As School,M560,,,,,,0.0
3220,2014-15,M641,75M721,P.S. M721 - Manhattan Occupational Training Center,M721,,,,,,0.0
3221,2014-15,M641,,250 WEST HOUSTON STREET CONSOLIDATED LOCATION,,2.0,0.0,1.0,1.0,1.0,5.0
3222,2014-15,M645,02M655,Life Sciences Secondary School,M655,2.0,4.0,12.0,4.0,2.0,24.0
3223,2014-15,M660,02M413,School of the Future High School,M413,1.0,0.0,3.0,1.0,0.0,5.0
3224,2014-15,M661,02M575,Manhattan Comprehensive Night and Day High School,M575,0.0,1.0,0.0,1.0,0.0,2.0
3225,2014-15,M751,75M751,Manhattan School for Career Development,M751,0.0,5.0,2.0,2.0,2.0,11.0
3226,2014-15,M807,02M586,Harvey Milk High School,M586,0.0,0.0,2.0,0.0,0.0,2.0
3227,2014-15,M833,02M489,High School of Economics and Finance,M489,0.0,3.0,8.0,1.0,2.0,14.0
3228,2014-15,M834,02M400,High School for Environmental Studies,M400,,,,,,0.0
3229,2014-15,M834,02M544,Independence High School,M544,,,,,,0.0
3230,2014-15,M834,79M973,Restart Academy,M973,,,,,,0.0
3231,2014-15,M834,,444 WEST 56 STREET CONSOLIDATED LOCATION,,1.0,7.0,22.0,4.0,2.0,36.0
3232,2014-15,M837,03M479,Beacon High School,M479,0.0,0.0,0.0,0.0,0.0,0.0
3233,2014-15,M840,02M150,P.S. 150,M150,0.0,0.0,0.0,0.0,0.0,0.0
3234,2014-15,M841,75M811,P.S. M811 - Mickey Mantle School,M811,0.0,3.0,2.0,1.0,1.0,7.0
3235,2014-15,M855,02M416,Eleanor Roosevelt High School,M416,0.0,0.0,0.0,0.0,0.0,0.0
3236,2014-15,M860,02M343,The Peck Slip School,M343,0.0,0.0,0.0,0.0,0.0,0.0
3237,2014-15,M874,02M411,Baruch College Campus High School,M411,0.0,0.0,0.0,0.0,0.0,0.0
3238,2014-15,M876,06M552,Gregorio Luperon High School for Science and Mathe,M552,0.0,0.0,0.0,0.0,0.0,0.0
3239,2014-15,M877,02M551,Urban Assembly New York Harbor School,M551,0.0,7.0,7.0,2.0,3.0,19.0
3240,2014-15,M883,02M429,Legacy School for Integrated Studies,M429,,,,,,0.0
3241,2014-15,M883,02M534,Harvest Collegiate High School,M534,,,,,,0.0
3242,2014-15,M883,,34 WEST  14 STREET CONSOLIDATED LOCATION,,0.0,1.0,5.0,1.0,0.0,7.0
3243,2014-15,M894,02M425,Leadership and Public Service High School,M425,3.0,8.0,12.0,6.0,4.0,33.0
3244,2014-15,M895,04M610,Young Women's Leadership School,M610,0.0,0.0,0.0,0.0,0.0,0.0
3245,2014-15,M896,02M531,Repertory Company High School for Theatre Arts,M531,0.0,3.0,0.0,2.0,0.0,5.0
3246,2014-15,M898,06M018,P.S. 018 Park Terrace,M018,1.0,0.0,0.0,1.0,0.0,2.0
3247,2014-15,M905,02M442,"Ballet Tech, NYC Public School for Dance",M442,0.0,1.0,0.0,1.0,0.0,2.0
3248,2014-15,M911,05M285,Harlem Renaissance High School,M285,0.0,1.0,0.0,1.0,0.0,2.0
3249,2014-15,M916,05M517,Teachers College Community School,M517,0.0,0.0,0.0,0.0,0.0,0.0
3250,2014-15,M918,06M278,Paula Hedbavny School,M278,0.0,0.0,0.0,0.0,0.0,0.0
3251,2014-15,M920,02M570,Satellite Academy High School,M570,0.0,2.0,1.0,2.0,0.0,5.0
3252,2014-15,M932,03M859,Special Music School,M859,0.0,0.0,1.0,0.0,0.0,1.0
3253,2014-15,M933,02M933,City Knoll Middle School,M339,0.0,0.0,0.0,0.0,0.0,0.0
3254,2014-15,M970,05M670,Thurgood Marshall Academy for Learning and Social,M670,1.0,2.0,4.0,3.0,0.0,10.0
3255,2014-15,M971,02M397,SPRUCE STREET SCHOOL,M397,0.0,0.0,0.0,0.0,0.0,0.0
3256,2014-15,MANN,06M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL(MN),M353,0.0,2.0,0.0,1.0,1.0,4.0
3257,2014-15,O308,79X490,Phoenix Academy,X490,0.0,0.0,0.0,0.0,0.0,0.0
3258,2014-15,Q002,30Q002,P.S. 002 Alfred Zimberg,Q002,0.0,0.0,1.0,0.0,0.0,1.0
3259,2014-15,Q003,28Q303,The Academy for Excellence through the Arts,Q303,0.0,0.0,1.0,0.0,0.0,1.0
3260,2014-15,Q005,24Q005,I.S. 5 - The Walter Crowley Intermediate School,Q005,0.0,1.0,4.0,1.0,0.0,6.0
3261,2014-15,Q007,24Q007,P.S. 007 Louis F. Simeone,Q007,0.0,0.0,0.0,0.0,0.0,0.0
3262,2014-15,Q008,28Q008,J.H.S. 008 Richard S. Grossley,Q008,,,,,,0.0
3263,2014-15,Q008,28Q284,York Early College Academy,Q284,,,,,,0.0
3264,2014-15,Q008,28Q287,The Emerson School,Q287,,,,,,0.0
3265,2014-15,Q008,,108-35 167 STREET CONSOLIDATED LOCATION,,0.0,2.0,2.0,1.0,1.0,6.0
3266,2014-15,Q009,75Q009,P.S. 009,Q009,0.0,2.0,0.0,0.0,2.0,4.0
3267,2014-15,Q010,30Q010,I.S. 010 Horace Greeley,Q010,0.0,1.0,4.0,1.0,0.0,6.0
3268,2014-15,Q011,30Q011,P.S. 011 Kathryn Phelan,Q011,0.0,0.0,0.0,0.0,0.0,0.0
3269,2014-15,Q012,24Q012,P.S. 012 James B. Colgate,Q012,0.0,0.0,0.0,0.0,0.0,0.0
3270,2014-15,Q013,24Q013,P.S. 013 Clement C. Moore,Q013,0.0,0.0,0.0,0.0,0.0,0.0
3271,2014-15,Q014,24Q014,P.S. 014 Fairview,Q014,0.0,1.0,0.0,1.0,0.0,2.0
3272,2014-15,Q015,29Q015,P.S. 015 Jackie Robinson,Q015,0.0,0.0,0.0,0.0,0.0,0.0
3273,2014-15,Q017,30Q017,P.S. 017 Henry David Thoreau,Q017,,,,,,0.0
3274,2014-15,Q017,30Q300,The 30th Avenue School (G&T Citywide),Q300,,,,,,0.0
3275,2014-15,Q017,,28-37 29 STREET CONSOLIDATED LOCATION,,0.0,0.0,1.0,0.0,0.0,1.0
3276,2014-15,Q018,26Q018,P.S. 018 Winchester,Q018,0.0,0.0,2.0,0.0,0.0,2.0
3277,2014-15,Q019,24Q019,P.S. 019 Marino Jeantet,Q019,1.0,0.0,0.0,1.0,0.0,2.0
3278,2014-15,Q020,25Q020,P.S. 020 John Bowne,Q020,0.0,1.0,0.0,1.0,0.0,2.0
3279,2014-15,Q021,25Q021,P.S. 021 Edward Hart,Q021,0.0,0.0,0.0,0.0,0.0,0.0
3280,2014-15,Q022,25Q022,P.S. 022 Thomas Jefferson,Q022,0.0,0.0,0.0,0.0,0.0,0.0
3281,2014-15,Q023,25Q540,Queens Academy High School,Q540,1.0,1.0,0.0,1.0,0.0,3.0
3282,2014-15,Q024,25Q024,P.S. 024 Andrew Jackson,Q024,1.0,0.0,0.0,1.0,0.0,2.0
3283,2014-15,Q025,25Q025,I.S. 025 Adrien Block,Q025,,,,,,0.0
3284,2014-15,Q025,25Q285,World Journalism Preparatory: A College Board Scho,Q285,,,,,,0.0
3285,2014-15,Q025,,34-65 192 STREET CONSOLIDATED LOCATION,,1.0,1.0,0.0,2.0,0.0,4.0
3286,2014-15,Q026,26Q026,P.S. 026 Rufus King,Q026,0.0,0.0,0.0,0.0,0.0,0.0
3287,2014-15,Q028,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Q028,0.0,0.0,0.0,0.0,0.0,0.0
3288,2014-15,Q029,25Q029,P.S. 029 Queens,Q029,0.0,0.0,0.0,0.0,0.0,0.0
3289,2014-15,Q030,28Q354,PS 354,Q354,0.0,0.0,1.0,0.0,0.0,1.0
3290,2014-15,Q032,25Q032,P.S. 032 State Street,Q032,1.0,0.0,1.0,1.0,0.0,3.0
3291,2014-15,Q033,29Q033,P.S. 033 Edward M. Funk,Q033,0.0,1.0,0.0,1.0,0.0,2.0
3292,2014-15,Q034,29Q034,P.S. 034 John Harvard,Q034,0.0,0.0,0.0,0.0,0.0,0.0
3293,2014-15,Q035,29Q035,P.S. 035 Nathaniel Woodhull,Q035,0.0,0.0,0.0,0.0,0.0,0.0
3294,2014-15,Q036,29Q036,P.S. 036 Saint Albans School,Q036,0.0,0.0,1.0,0.0,0.0,1.0
3295,2014-15,Q037,29Q037,Cynthia Jenkins School,Q037,0.0,1.0,0.0,1.0,0.0,2.0
3296,2014-15,Q038,29Q038,P.S. 038 Rosedale,Q038,0.0,0.0,0.0,0.0,0.0,0.0
3297,2014-15,Q040,28Q040,P.S. 040 Samuel Huntington,Q040,,,,,,0.0
3298,2014-15,Q040,28Q312,Jamaica Children's School,Q312,,,,,,0.0
3299,2014-15,Q040,,109-20 UNION HALL STREET CONSOLIDATED LOCATION ,,0.0,0.0,1.0,0.0,0.0,1.0
3300,2014-15,Q041,26Q041,P.S. 041 Crocheron,Q041,0.0,0.0,0.0,0.0,0.0,0.0
3301,2014-15,Q042,27Q042,P.S./M.S 042 R. Vernam,Q042,0.0,6.0,10.0,4.0,1.0,21.0
3302,2014-15,Q043,27Q043,P.S. 043,Q043,1.0,0.0,5.0,0.0,1.0,7.0
3303,2014-15,Q045,27Q045,P.S. 045 Clarence Witherspoon,Q045,0.0,1.0,0.0,1.0,0.0,2.0
3304,2014-15,Q046,26Q046,P.S. 046 Alley Pond,Q046,0.0,0.0,0.0,0.0,0.0,0.0
3305,2014-15,Q047,27Q047,P.S. 047 Chris Galas,Q047,0.0,0.0,0.0,0.0,0.0,0.0
3306,2014-15,Q049,24Q049,P.S. 049 Dorothy Bonawit Kole,Q049,0.0,0.0,1.0,0.0,0.0,1.0
3307,2014-15,Q050,28Q050,P.S. 050 Talfourd Lawn Elementary School,Q050,0.0,0.0,0.0,0.0,0.0,0.0
3308,2014-15,Q051,27Q051,P.S. 051,Q051,0.0,0.0,0.0,0.0,0.0,0.0
3309,2014-15,Q052,29Q052,P.S. 052 Queens,Q052,0.0,0.0,0.0,0.0,0.0,0.0
3310,2014-15,Q053,27Q053,M.S. 053 Brian Piccolo,Q053,,,,,,0.0
3311,2014-15,Q053,27Q319,VILLAGE ACADEMY,Q319,,,,,,0.0
3312,2014-15,Q053,,10-45 NAMEOKE STREET CONSOLIDATED LOCATION,,1.0,1.0,5.0,2.0,0.0,9.0
3313,2014-15,Q054,28Q054,P.S. 054 Hillside,Q054,0.0,0.0,1.0,0.0,0.0,1.0
3314,2014-15,Q055,28Q055,P.S. 055 Maure,Q055,0.0,0.0,0.0,0.0,0.0,0.0
3315,2014-15,Q056,27Q056,P.S. 056 Harry Eichler,Q056,0.0,0.0,0.0,0.0,0.0,0.0
3316,2014-15,Q058,24Q058,P.S. 58 - The School of Heroes,Q058,0.0,0.0,0.0,0.0,0.0,0.0
3317,2014-15,Q059,29Q059,I.S. 059 Springfield Gardens,Q059,0.0,3.0,3.0,2.0,1.0,9.0
3318,2014-15,Q060,27Q060,P.S. 060 Woodhaven,Q060,0.0,0.0,0.0,0.0,0.0,0.0
3319,2014-15,Q061,24Q061,I.S. 061 Leonardo Da Vinci,Q061,0.0,5.0,2.0,2.0,2.0,11.0
3320,2014-15,Q062,27Q062,P. S. 62 - Chester Park School,Q062,1.0,1.0,0.0,2.0,0.0,4.0
3321,2014-15,Q063,27Q063,P.S. 063 Old South,Q063,0.0,0.0,0.0,0.0,0.0,0.0
3322,2014-15,Q064,27Q064,P.S. 064 Joseph P. Addabbo,Q064,0.0,0.0,0.0,0.0,0.0,0.0
3323,2014-15,Q066,27Q066,P.S. 066 Jacqueline Kennedy Onassis,Q066,0.0,1.0,0.0,1.0,0.0,2.0
3324,2014-15,Q067,26Q067,J.H.S. 067 Louis Pasteur,Q067,0.0,1.0,0.0,1.0,0.0,2.0
3325,2014-15,Q068,24Q068,P.S. 068 Cambridge,Q068,0.0,0.0,0.0,0.0,0.0,0.0
3326,2014-15,Q069,30Q069,P.S. 069 Jackson Heights,Q069,0.0,0.0,0.0,0.0,0.0,0.0
3327,2014-15,Q070,30Q070,P.S. 070,Q070,0.0,0.0,0.0,0.0,0.0,0.0
3328,2014-15,Q071,24Q071,P.S. 071 Forest,Q071,0.0,0.0,2.0,0.0,0.0,2.0
3329,2014-15,Q072,28Q072,Catherine & Count Basie Middle School 72,Q072,,,,,,0.0
3330,2014-15,Q072,28Q332,Redwood Middle School,Q332,,,,,,0.0
3331,2014-15,Q072,,133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,,2.0,2.0,6.0,0.0,3.0,13.0
3332,2014-15,Q073,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Q073,0.0,0.0,2.0,0.0,0.0,2.0
3333,2014-15,Q074,26Q074,J.H.S. 074 Nathaniel Hawthorne,Q074,0.0,1.0,1.0,1.0,0.0,3.0
3334,2014-15,Q075,75Q075,Robert E. Peary School,Q075,1.0,1.0,1.0,2.0,0.0,5.0
3335,2014-15,Q076,30Q076,P.S. 076 William Hallet,Q076,0.0,0.0,2.0,0.0,0.0,2.0
3336,2014-15,Q079,25Q079,P.S. 079 Francis Lewis,Q079,0.0,0.0,1.0,0.0,0.0,1.0
3337,2014-15,Q080,28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,Q080,0.0,0.0,1.0,0.0,0.0,1.0
3338,2014-15,Q081,24Q081,P.S. 81Q Jean Paul Richter,Q081,0.0,0.0,1.0,0.0,0.0,1.0
3339,2014-15,Q082,28Q082,P.S. 082 Hammond,Q082,0.0,0.0,0.0,0.0,0.0,0.0
3340,2014-15,Q084,30Q084,P.S. 084 Steinway,Q084,0.0,1.0,0.0,1.0,0.0,2.0
3341,2014-15,Q085,30Q085,P.S. 085 Judge Charles Vallone,Q085,0.0,1.0,0.0,1.0,0.0,2.0
3342,2014-15,Q086,28Q086,P.S. Q086,Q086,0.0,0.0,0.0,0.0,0.0,0.0
3343,2014-15,Q087,24Q087,P.S. / I.S. 087 Middle Village,Q087,0.0,0.0,1.0,0.0,0.0,1.0
3344,2014-15,Q088,24Q088,P.S. 088 Seneca,Q088,0.0,0.0,0.0,0.0,0.0,0.0
3345,2014-15,Q089,24Q089,P.S. 089 Elmhurst,Q089,1.0,0.0,0.0,1.0,0.0,2.0
3346,2014-15,Q090,27Q090,P.S. 090 Horace Mann,Q090,0.0,1.0,0.0,1.0,0.0,2.0
3347,2014-15,Q091,24Q091,P.S. 091 Richard Arkwright,Q091,0.0,0.0,0.0,0.0,0.0,0.0
3348,2014-15,Q093,24Q093,I.S. 093 Ridgewood,Q093,0.0,1.0,3.0,1.0,0.0,5.0
3349,2014-15,Q094,26Q094,P.S. 094 David D. Porter,Q094,0.0,0.0,0.0,0.0,0.0,0.0
3350,2014-15,Q095,29Q095,P.S. 095 Eastwood,Q095,0.0,0.0,0.0,0.0,0.0,0.0
3351,2014-15,Q096,27Q096,P.S. 096,Q096,0.0,0.0,0.0,0.0,0.0,0.0
3352,2014-15,Q097,27Q097,P.S. 097 Forest Park,Q097,0.0,0.0,0.0,0.0,0.0,0.0
3353,2014-15,Q098,26Q098,P.S. 098 The Douglaston School,Q098,0.0,0.0,0.0,0.0,0.0,0.0
3354,2014-15,Q099,28Q099,P.S. 099 Kew Gardens,Q099,0.0,1.0,0.0,1.0,0.0,2.0
3355,2014-15,Q100,27Q100,P.S. 100 Glen Morris,Q100,0.0,0.0,1.0,0.0,0.0,1.0
3356,2014-15,Q101,28Q101,P.S. 101 School in the Gardens,Q101,0.0,0.0,0.0,0.0,0.0,0.0
3357,2014-15,Q102,24Q102,P.S. 102 Bayview,Q102,0.0,0.0,0.0,0.0,0.0,0.0
3358,2014-15,Q104,27Q104,P.S. 104 The Bays Water,Q104,0.0,1.0,1.0,1.0,0.0,3.0
3359,2014-15,Q105,27Q105,P.S. 105 The Bay School,Q105,1.0,1.0,2.0,2.0,0.0,6.0
3360,2014-15,Q107,25Q107,P.S. 107 Thomas A Dooley,Q107,0.0,0.0,0.0,0.0,0.0,0.0
3361,2014-15,Q108,27Q108,P.S. 108 Captain Vincent G. Fowler,Q108,0.0,0.0,0.0,0.0,0.0,0.0
3362,2014-15,Q109,29Q109,Jean Nuzzi Intermediate School,Q109,1.0,0.0,3.0,0.0,1.0,5.0
3363,2014-15,Q111,30Q111,P.S. 111 Jacob Blackwell,Q111,0.0,0.0,3.0,0.0,0.0,3.0
3364,2014-15,Q112,30Q112,P.S. 112 Dutch Kills,Q112,0.0,0.0,0.0,0.0,0.0,0.0
3365,2014-15,Q113,24Q113,P.S./I.S. 113 Anthony J. Pranzo,Q113,0.0,0.0,2.0,0.0,0.0,2.0
3366,2014-15,Q114,27Q114,P.S. / M.S. 114 Belle Harbor,Q114,0.0,1.0,2.0,0.0,1.0,4.0
3367,2014-15,Q115,26Q115,P.S. 115 The James J. Ambrose School,Q115,0.0,0.0,0.0,0.0,0.0,0.0
3368,2014-15,Q116,29Q116,PS/IS 116 William C. Hughley,Q116,0.0,1.0,1.0,0.0,1.0,3.0
3369,2014-15,Q117,28Q117,P.S. 117 J. Keld / Briarwood School,Q117,1.0,0.0,1.0,1.0,0.0,3.0
3370,2014-15,Q118,29Q118,P.S. 118 Lorraine Hansberry,Q118,0.0,2.0,0.0,1.0,1.0,4.0
3371,2014-15,Q119,24Q119,I.S. 119 The Glendale,Q119,2.0,0.0,2.0,0.0,2.0,6.0
3372,2014-15,Q120,25Q120,P.S. 120 Queens,Q120,0.0,1.0,1.0,1.0,0.0,3.0
3373,2014-15,Q121,28Q121,P.S. 121 Queens,Q121,1.0,0.0,0.0,1.0,0.0,2.0
3374,2014-15,Q122,30Q122,P.S. 122 Mamie Fay,Q122,0.0,0.0,0.0,0.0,0.0,0.0
3375,2014-15,Q123,27Q123,P.S. 123,Q123,0.0,0.0,0.0,0.0,0.0,0.0
3376,2014-15,Q124,27Q124,P.S. 124 Osmond A Church,Q124,0.0,1.0,2.0,1.0,0.0,4.0
