,School Year,Building Code,DBN,Location Name,Location Code,Major N,Oth N,NoCrim N,Prop N,Vio N,TotalCrimes
1680,2013-14,X044,12X044,P.S. 044 David C. Farragut,X044,,,,,,0.0
1681,2013-14,X044,12X341,Accion Academy,X341,,,,,,0.0
1682,2013-14,X044,,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,,1.0,4.0,4.0,3.0,0.0,12.0
1683,2013-14,X045,10X045,Thomas C. Giordano Middle School 45,X045,0.0,2.0,5.0,0.0,2.0,9.0
1684,2013-14,X046,10X046,P.S. 046 Edgar Allan Poe,X046,0.0,0.0,0.0,0.0,0.0,0.0
1685,2013-14,X047,12X047,P.S. 047 John Randolph,X047,1.0,1.0,1.0,2.0,0.0,5.0
1686,2013-14,X048,08X048,P.S. 048 Joseph R. Drake,X048,1.0,1.0,2.0,1.0,1.0,6.0
1687,2013-14,X049,84X309      ,South Bronx Charter School for International Cultu,X309,,,,,,0.0
1688,2013-14,X049,07X049,P.S. 049 Willis Avenue,X049,,,,,,0.0
1689,2014-15,Q849,24Q077,I.S. 077,Q077,0.0,1.0,3.0,1.0,0.0,5.0
1690,2013-14,X049,,383 EAST 139 STREET CONSOLIDATED LOCATION,,1.0,1.0,0.0,0.0,2.0,4.0
1691,2013-14,X050,12X050,P.S. 050 Clara Barton,X050,,,,,,0.0
1692,2013-14,X050,12X314,Fairmont Neighborhood School,X314,,,,,,0.0
1693,2013-14,X050,,1550 VYSE AVENUE CONSOLIDATED LOCATION,,0.0,0.0,1.0,0.0,0.0,1.0
1694,2013-14,X052,08X302,M.S. 302 Luisa Dessus Cruz,X302,,,,,,0.0
1695,2013-14,X052,84X487      ,Girls Preparatory Charter School of the Bronx,X487,,,,,,0.0
1696,2013-14,X052,,681 KELLY STREET CONSOLIDATED LOCATION ,,0.0,4.0,0.0,2.0,0.0,6.0
1697,2013-14,X053,09X053,P.S. 053 Basheer Quisim,X053,1.0,4.0,4.0,3.0,1.0,13.0
1698,2013-14,X054,10X054,P.S. / I.S. 54,X054,0.0,1.0,2.0,1.0,0.0,4.0
1699,2013-14,X055,84X494      ,Success Academy Charter School - Bronx 2,X494,,,,,,0.0
1700,2013-14,X055,09X055,P.S. 055 Benjamin Franklin,X055,,,,,,0.0
1701,2013-14,X055,,450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,,0.0,2.0,0.0,2.0,0.0,4.0
1702,2013-14,X056,10X056,P.S. 056 Norwood Heights,X056,0.0,0.0,1.0,0.0,0.0,1.0
1703,2013-14,X057,12X057,P.S. 057 Crescent,X057,,,,,,0.0
1704,2013-14,X057,12X273,Frederick Douglass Academy V. Middle School,X273,,,,,,0.0
1705,2013-14,X057,,2111 CROTONA AVENUE CONSOLIDATED LOCATION,,0.0,0.0,1.0,0.0,0.0,1.0
1706,2013-14,X058,09X058,P.S. 058,X058,0.0,0.0,0.0,0.0,0.0,0.0
1707,2013-14,X059,10X059,P.S. 059 The Community School of Technology,X059,0.0,1.0,0.0,1.0,0.0,2.0
1708,2013-14,X060,08X335,The Academy of the Arts,X335,,,,,,0.0
1709,2013-14,X060,08X333,P.S. 333 - The Museum School,X333,,,,,,0.0
1710,2013-14,X060,,888 REV J A POLITE AVE CONSOLIDATED LOCATION,,0.0,0.0,1.0,0.0,0.0,1.0
1711,2013-14,X061,12X061,P.S. 061 Francisco Oller,X061,,,,,,0.0
1712,2013-14,X061,12X190,E.S.M.T- I.S. 190,X190,,,,,,0.0
1713,2013-14,X061,,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,,0.0,2.0,3.0,1.0,0.0,6.0
1714,2013-14,X062,08X062,P.S. 062 Inocensio Casanova,X062,0.0,2.0,1.0,1.0,0.0,4.0
1715,2013-14,X063,09X063,P.S. 063 Author's Academy,X063,0.0,2.0,1.0,1.0,1.0,5.0
1716,2013-14,X064,09X294,The Walton Avenue School,X294,,,,,,0.0
1717,2013-14,X064,09X064,P.S. 064 Pura Belpre,X064,,,,,,0.0
1718,2013-14,X064,09X311,Lucero Elementary School,X311,,,,,,0.0
1719,2013-14,X064,,1425 WALTON AVENUE CONSOLIDATED LOCATION,,0.0,0.0,3.0,0.0,0.0,3.0
1720,2013-14,X091,10X091,P.S. 091 Bronx,X091,0.0,0.0,3.0,0.0,0.0,3.0
1721,2013-14,X065,07X065,P.S. 065 Mother Hale Academy,X065,,,,,,0.0
1722,2013-14,X065,84X491      ,Academic Leadership Charter School,X491,,,,,,0.0
1723,2013-14,X092,12X092,P.S. 092 Bronx,X092,0.0,1.0,0.0,1.0,0.0,2.0
1724,2013-14,X065,,677 EAST 141 STREET CONSOLIDATED LOCATION,,0.0,2.0,0.0,1.0,1.0,4.0
1725,2013-14,X066,12X066,P.S. 066 School of Higher Expectations,X066,,,,,,0.0
1726,2013-14,X066,12X286,Fannie Lou Hamer Middle School,X286,,,,,,0.0
1727,2013-14,X066,,1001 JENNINGS STREET CONSOLIDATED LOCATION,,0.0,4.0,3.0,1.0,2.0,10.0
1728,2013-14,X067,12X372,Urban Assembly School for Wildlife Conservation,X372,,,,,,0.0
1729,2013-14,X067,12X067,P.S. 067 Mohegan School,X067,,,,,,0.0
1730,2013-14,X067,,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,,2.0,2.0,6.0,4.0,0.0,14.0
1731,2013-14,X068,11X068,P.S. 068 Bronx,X068,0.0,1.0,3.0,1.0,0.0,5.0
1732,2013-14,X069,08X069,P.S. 069 Journey Prep School,X069,0.0,1.0,0.0,1.0,0.0,2.0
1733,2013-14,X070,09X070,P.S. 070 Max Schoenfeld,X070,1.0,0.0,0.0,1.0,0.0,2.0
1734,2013-14,X071,08X071,P.S. 071 Rose E. Scala,X071,2.0,0.0,2.0,2.0,0.0,6.0
1735,2013-14,X072,08X072,P.S. 072 Dr. William Dorney,X072,0.0,1.0,0.0,1.0,0.0,2.0
1736,2013-14,X073,09X073,P.S. 073 Bronx,X073,0.0,1.0,0.0,1.0,0.0,2.0
1737,2013-14,X074,08X424,The Hunts Point School,X424,,,,,,0.0
1738,2013-14,X074,84X345      ,Hyde Leadership Charter School,X345,,,,,,0.0
1739,2013-14,X074,,730 BRYANT AVENUE CONSOLIDATED LOCATION ,,1.0,7.0,2.0,2.0,4.0,16.0
1740,2013-14,X075,08X075,P.S. 75 School of Research and Discovery,X075,0.0,2.0,1.0,1.0,1.0,5.0
1741,2013-14,X076,11X076,P.S. 076 The Bennington School,X076,1.0,2.0,3.0,2.0,1.0,9.0
1742,2013-14,X077,12X196,P.S. 196,X196,,,,,,0.0
1743,2013-14,X077,12X195,P.S. 195,X195,,,,,,0.0
1744,2013-14,X077,,1250 WARD AVENUE CONSOLIDATED LOCATION,,1.0,2.0,5.0,3.0,0.0,11.0
1745,2013-14,X078,11X078,P.S. 078 Anne Hutchinson,X078,1.0,1.0,2.0,2.0,0.0,6.0
1746,2013-14,X079,10X386,School for Environmental Citizenship,X386,,,,,,0.0
1747,2013-14,X079,10X382,"Elementary School for Math, Science, and Technolog",X382,,,,,,0.0
1748,2013-14,X079,10X447,Creston Academy,X447,,,,,,0.0
1749,2013-14,X079,,125 EAST 181 STREET CONSOLIDATED LOCATION,,0.0,3.0,0.0,1.0,2.0,6.0
1750,2013-14,X080,10X280,P.S./M.S. 280 Mosholu Parkway,X280,,,,,,0.0
1751,2013-14,X080,10X080,J.H.S. 080 The Mosholu Parkway,X080,,,,,,0.0
1752,2013-14,X106,11X106,P.S. 106 Parkchester,X106,0.0,0.0,2.0,0.0,0.0,2.0
1753,2013-14,X080,,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,,5.0,5.0,10.0,1.0,9.0,30.0
1754,2013-14,X081,10X081,P.S. 081 Robert J. Christen,X081,1.0,0.0,0.0,1.0,0.0,2.0
1755,2013-14,X082,09X303,I.S. X303 Leadership & Community Service,X303,,,,,,0.0
1756,2013-14,X082,09X232,I.S. 232,X232,,,,,,0.0
1757,2013-14,X082,09X365,Academy for Language and Technology,X365,,,,,,0.0
1758,2013-14,X082,,1700 MACOMBS ROAD CONSOLIDATED LOCATION,,0.0,4.0,2.0,1.0,3.0,10.0
1759,2013-14,X083,11X083,P.S. 083 Donald Hertz,X083,0.0,1.0,2.0,0.0,1.0,4.0
1760,2013-14,X084,75X811,P.S. X811,X811,1.0,1.0,0.0,2.0,0.0,4.0
1761,2013-14,X085,10X085,P.S. 085 Great Expectations,X085,0.0,0.0,0.0,0.0,0.0,0.0
1762,2013-14,X086,10X086,P.S. 086 Kingsbridge Heights,X086,0.0,1.0,0.0,0.0,1.0,2.0
1763,2013-14,X087,11X087,P.S. 087 Bronx,X087,0.0,0.0,0.0,0.0,0.0,0.0
1764,2013-14,X088,09X088,P.S. X088 - S. Silverstein Little Sparrow School,X088,0.0,0.0,0.0,0.0,0.0,0.0
1765,2013-14,X089,11X089,P.S. 089 Bronx,X089,1.0,0.0,4.0,1.0,0.0,6.0
1766,2013-14,X090,09X443,The Family School,X443,,,,,,0.0
1767,2013-14,X090,09X457,Sheridan Academy for Young Leaders,X457,,,,,,0.0
1768,2013-14,X090,,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,,0.0,3.0,3.0,0.0,0.0,6.0
1769,2013-14,X093,08X093,P.S. 093 Albert G. Oliver,X093,,,,,,0.0
1770,2013-14,X093,84X362      ,Icahn Charter School 7,X362,,,,,,0.0
1771,2013-14,X093,,1535 STORY AVENUE CONSOLIDATED LOCATION,,1.0,0.0,0.0,1.0,0.0,2.0
1772,2013-14,X094,10X094,P.S. 094 Kings College School,X094,0.0,1.0,1.0,1.0,0.0,3.0
1773,2013-14,X095,10X095,P.S. 095 Sheila Mencher,X095,,,,,,0.0
1774,2013-14,X095,10X344,Ampark Neighborhood,X344,,,,,,0.0
1775,2013-14,X095,,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,,0.0,2.0,3.0,1.0,0.0,6.0
1776,2013-14,X096,11X096,P.S. 096 Richard Rodgers,X096,0.0,0.0,0.0,0.0,0.0,0.0
1777,2013-14,X097,11X097,P.S. 097 Bronx,X097,0.0,0.0,1.0,0.0,0.0,1.0
1778,2013-14,X098,12X262,Performance Conservatory High School,X262,,,,,,0.0
1779,2013-14,X098,12X098,J.H.S. 098 Herman Ridder,X098,,,,,,0.0
1780,2013-14,X098,12X251,Explorations Academy,X251,,,,,,0.0
1781,2013-14,X098,12X511,Bronx Envision Academy,X511,,,,,,0.0
1782,2013-14,X098,,1619 BOSTON ROAD CONSOLIDATED LOCATION,,0.0,8.0,10.0,2.0,4.0,24.0
1783,2013-14,X099,12X278,Peace and Diversity Academy,X278,,,,,,0.0
1784,2013-14,X099,12X248,"Metropolitan High School, The",X248,,,,,,0.0
1785,2013-14,X099,,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,,1.0,4.0,17.0,3.0,2.0,27.0
1786,2013-14,X100,08X100,P.S. 100 Isaac Clason,X100,0.0,1.0,0.0,1.0,0.0,2.0
1787,2013-14,X101,75X010,P.S. X010,X010,,,,,,0.0
1788,2013-14,X101,08X304,P.S. 304 Early Childhood School,X304,,,,,,0.0
1789,2013-14,X101,08X101,M.S. X101 Edward R. Byrne,X101,,,,,,0.0
1790,2013-14,X101,,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,0.0,0.0,1.0,0.0,0.0,1.0
1791,2013-14,X102,12X536,PS 536,X536,,,,,,0.0
1792,2013-14,X102,12X102,P.S. 102 Joseph O. Loretan,X102,,,,,,0.0
1793,2013-14,X102,12X691,Bronx Little School,X691,,,,,,0.0
1794,2013-14,X102,12X531,Archer Elementary School,X531,,,,,,0.0
1795,2013-14,X102,,1827 ARCHER STREET CONSOLIDATED LOCATION,,1.0,1.0,1.0,2.0,0.0,5.0
1796,2013-14,X103,11X103,P.S. 103 Hector Fontanez,X103,0.0,2.0,1.0,1.0,0.0,4.0
1797,2013-14,X104,09X199,P.S. 199X - The Shakespeare School,X199,0.0,0.0,2.0,0.0,0.0,2.0
1798,2013-14,X105,11X105,P.S. 105 Sen Abraham Bernstein,X105,0.0,0.0,1.0,0.0,0.0,1.0
1799,2013-14,X108,11X108,P.S. 108 Philip J. Abinanti,X108,0.0,0.0,1.0,0.0,0.0,1.0
1800,2013-14,X109,09X109,P.S. 109 Sedgwick,X109,0.0,1.0,3.0,1.0,0.0,5.0
1801,2013-14,X110,09X110,P.S. 110 Theodore Schoenfeld,X110,,,,,,0.0
1802,2013-14,X110,09X128,Mott Hall III,X128,,,,,,0.0
1803,2013-14,X110,,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,,0.0,0.0,1.0,0.0,0.0,1.0
1804,2013-14,X111,11X111,P.S. 111 Seton Falls,X111,3.0,1.0,0.0,4.0,0.0,8.0
1805,2013-14,X112,11X112,P.S. 112 Bronxwood,X112,0.0,0.0,1.0,0.0,0.0,1.0
1806,2013-14,X113,11X289,The Young Scholars Academy of The Bronx,X289,,,,,,0.0
1807,2013-14,X113,11X287,The Forward School,X287,,,,,,0.0
1808,2013-14,X113,11X370,School of Diplomacy,X370,,,,,,0.0
1809,2013-14,X113,11X272,Globe School for Environmental Research,X272,,,,,,0.0
1810,2013-14,X113,,3710 BARNES AVENUE CONSOLIDATED LOCATION,,3.0,14.0,14.0,2.0,13.0,46.0
1811,2013-14,X114,09X114,P.S. X114 - Luis Llorens Torres Schools,X114,0.0,3.0,1.0,1.0,1.0,6.0
1812,2013-14,X115,10X459,East Fordham Academy for the Arts,X459,,,,,,0.0
1813,2013-14,X115,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,X363,,,,,,0.0
1814,2013-14,X115,,120 EAST 184 STREET CONSOLIDATED LOCATION,,1.0,3.0,6.0,1.0,1.0,12.0
1815,2013-14,X116,84X346      ,South Bronx Classical Charter School,X346,,,,,,0.0
1816,2013-14,X116,12X217,School of Performing Arts,X217,,,,,,0.0
1817,2013-14,X116,12X384,Entrada Academy,X384,,,,,,0.0
1818,2013-14,X116,,977 FOX STREET CONSOLIDATED LOCATION,,2.0,3.0,9.0,2.0,3.0,19.0
1819,2013-14,X117,09X568,Young Women's Leadership School of the Bronx,X568,,,,,,0.0
1820,2013-14,X117,09X117,I.S. 117 Joseph H. Wade,X117,,,,,,0.0
1821,2013-14,X117,,1865 MORRIS AVENUE CONSOLIDATED LOCATION,,3.0,0.0,1.0,0.0,3.0,7.0
1822,2013-14,X118,10X118,J.H.S. 118 William W. Niles,X118,1.0,3.0,9.0,1.0,2.0,16.0
1823,2013-14,X119,08X119,P.S. 119,X119,0.0,2.0,1.0,2.0,0.0,5.0
1824,2013-14,X120,08X301,M.S. 301 Paul L. Dunbar,X301,2.0,2.0,2.0,1.0,2.0,9.0
1825,2013-14,X121,11X121,P.S. 121 Throop,X121,1.0,0.0,2.0,1.0,0.0,4.0
1826,2013-14,X122,10X310,P.S. 310 Marble Hill,X310,0.0,0.0,0.0,0.0,0.0,0.0
1827,2013-14,X123,08X337,The School for Inquiry and Social Justice,X337,,,,,,0.0
1828,2013-14,X123,08X123,J.H.S. 123 James M. Kieran,X123,,,,,,0.0
1829,2013-14,X123,,1025 MORRISON AVENUE CONSOLIDATED LOCATION,,3.0,5.0,9.0,2.0,6.0,25.0
1830,2013-14,X125,08X125,J.H.S. 125 Henry Hudson,X125,,,,,,0.0
1831,2013-14,X125,08X562,Blueprint Middle School,X562,,,,,,0.0
1832,2013-14,X125,,1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,,0.0,8.0,10.0,0.0,7.0,25.0
1833,2013-14,X126,09X126,P.S. 126 Dr Marjorie H Dunbar,X126,0.0,0.0,3.0,0.0,0.0,3.0
1834,2013-14,X127,11X567,Linden Tree Elementary School,X567,,,,,,0.0
1835,2013-14,X127,11X127,J.H.S. 127 The Castle Hill,X127,,,,,,0.0
1836,2013-14,X127,,1560 PURDY STREET CONSOLIDATED LOCATION,,0.0,3.0,2.0,0.0,1.0,6.0
1837,2013-14,X129,12X129,M.S. 129 Academy for Independent Learning and Lead,X129,,,,,,0.0
1838,2013-14,X129,12X316,Kappa III,X316,,,,,,0.0
1839,2013-14,X129,,2055 MAPES AVENUE CONSOLIDATED LOCATION,,0.0,3.0,1.0,1.0,1.0,6.0
1840,2013-14,X130,08X130,P.S. 130 Abram Stevens Hewitt,X130,0.0,0.0,0.0,0.0,0.0,0.0
1841,2013-14,X131,08X448,Soundview Academy for Culture and Scholarship,X448,,,,,,0.0
1842,2013-14,X131,08X131,J.H.S. 131 Albert Einstein,X131,,,,,,0.0
1843,2013-14,X131,,885 BOLTON AVENUE CONSOLIDATED LOCATION,,1.0,9.0,18.0,2.0,2.0,32.0
1844,2013-14,X132,09X132,P.S. 132 Garret A. Morgan,X132,0.0,0.0,0.0,0.0,0.0,0.0
1845,2015-16,K852,22K326,P.S. 326,K326,0.0,0.0,0.0,0.0,0.0,0.0
1846,2013-14,X134,12X134,P.S. 134 George F. Bristow,X134,0.0,1.0,0.0,1.0,0.0,2.0
1847,2013-14,X135,11X468,Pelham Academy of Academics and Community Engageme,X468,,,,,,0.0
1848,2013-14,X135,11X556,Bronx Park Middle School,X556,,,,,,0.0
1849,2013-14,X135,11X326,Bronx Green Middle School,X326,,,,,,0.0
1850,2013-14,X135,11X322,Aspire Preparatory Middle School,X322,,,,,,0.0
1851,2013-14,X135,,2441 WALLACE AVENUE CONSOLIDATED LOCATION,,2.0,3.0,7.0,2.0,2.0,16.0
1852,2013-14,X136,75X186,P186X Walter J. Damrosch School,X186,0.0,7.0,3.0,2.0,2.0,14.0
1853,2013-14,X137,10X225,Theatre Arts Production Company School,X225,,,,,,0.0
1854,2013-14,X137,10X391,The Angelo Patri Middle School,X391,,,,,,0.0
1855,2013-14,X137,,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,,1.0,4.0,8.0,1.0,3.0,17.0
1856,2013-14,X138,08X138,P.S. 138 Samuel Randall,X138,0.0,1.0,2.0,0.0,0.0,3.0
1857,2013-14,X139,07X224,P.S. / I.S. 224,X224,,,,,,0.0
1858,2013-14,X139,07X334,International Community High School,X334,,,,,,0.0
1859,2013-14,X139,07X343,Academy of Applied Mathematics and Technology,X343,,,,,,0.0
1860,2013-14,X139,,345 BROOK AVENUE CONSOLIDATED LOCATION,,0.0,1.0,3.0,0.0,1.0,5.0
1861,2013-14,X140,08X140,P.S. X140 The Eagle School,X140,1.0,0.0,0.0,1.0,0.0,2.0
1862,2013-14,X141,10X141,Riverdale / Kingsbridge Academy (Middle School / H,X141,0.0,2.0,9.0,1.0,1.0,13.0
1863,2013-14,X142,11X529,One World Middle School at Edenwald,X529,,,,,,0.0
1864,2013-14,X142,11X142,MS 142 John Philip Sousa,X142,,,,,,0.0
1865,2013-14,X142,11X355,Bronx Alliance Middle School,X355,,,,,,0.0
1866,2013-14,X142,11X532,Baychester Middle School,X532,,,,,,0.0
1867,2013-14,X142,,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,1.0,4.0,2.0,0.0,2.0,9.0
1868,2013-14,X143,10X244,The New School for Leadership and Journalism,X244,,,,,,0.0
1869,2013-14,X143,10X237,"The Marie Curie School for Medicine, Nursing, and",X237,,,,,,0.0
1870,2013-14,X143,,120 WEST 231 STREET CONSOLIDATED LOCATION,,1.0,3.0,5.0,2.0,2.0,13.0
1871,2013-14,X144,11X566,Pelham Gardens Middle School,X566,,,,,,0.0
1872,2013-14,X144,11X144,J.H.S. 144 Michelangelo,X144,,,,,,0.0
1873,2013-14,X144,,2545 GUNTHER AVENUE CONSOLIDATED LOCATION,,2.0,8.0,26.0,3.0,4.0,43.0
1874,2013-14,X145,09X325,Urban Science Academy,X325,,,,,,0.0
1875,2013-14,X145,09X328,New Millennium Business Academy Middle School,X328,,,,,,0.0
1876,2013-14,X145,09X145,J.H.S. 145 Arturo Toscanini,X145,,,,,,0.0
1877,2013-14,X145,88X985      ,ALC - MS 145,X985,,,,,,0.0
1878,2013-14,X145,,1000 TELLER AVENUE CONSOLIDATED LOCATION,,2.0,7.0,20.0,0.0,6.0,35.0
1879,2013-14,X146,84X380      ,Success Academy Charter School - Bronx 3,X380,,,,,,0.0
1880,2013-14,X146,08X146,P.S. 146 Edward Collins,X146,,,,,,0.0
1881,2013-14,X146,,968 CAULDWELL AVENUE CONSOLIDATED LOCATION,,0.0,0.0,2.0,0.0,0.0,2.0
1882,2013-14,X147,09X339,I.S. 339,X339,,,,,,0.0
1883,2013-14,X147,09X313,I.S. 313 School of Leadership Development,X313,,,,,,0.0
1884,2013-14,X147,,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,,0.0,5.0,6.0,1.0,1.0,13.0
1885,2013-14,X148,09X215,Kappa,X215,,,,,,0.0
1886,2013-14,X148,09X219,I.S. 219 New Venture School,X219,,,,,,0.0
1887,2013-14,X148,09X517,Frederick Douglass Academy III Secondary School,X517,,,,,,0.0
1888,2013-14,X148,,3630 THIRD AVENUE CONSOLIDATED LOCATION,,0.0,7.0,11.0,0.0,2.0,20.0
1889,2013-14,X149,07X221,South Bronx Preparatory: A College Board School,X221,,,,,,0.0
1890,2013-14,X149,07X223,M.S. 223 The Laboratory School of Finance and Tech,X223,,,,,,0.0
1891,2013-14,X149,,360 EAST 145 STREET CONSOLIDATED LOCATION,,2.0,5.0,3.0,5.0,2.0,17.0
1892,2013-14,X150,12X150,P.S. 150 Charles James Fox,X150,1.0,1.0,0.0,2.0,0.0,4.0
1893,2013-14,X151,07X031,P.S./M.S. 031 The William Lloyd Garrison,X031,,,,,,0.0
1894,2013-14,X151,84X704      ,KIPP Academy Charter School,X704,,,,,,0.0
1895,2013-14,X151,07X151,J.H.S. 151 Lou Gehrig,X151,,,,,,0.0
1896,2013-14,X151,,250 EAST 156 STREET CONSOLIDATED LOCATION,,0.0,4.0,6.0,1.0,2.0,13.0
1897,2013-14,X152,08X152,P.S. 152 Evergreen,X152,1.0,0.0,1.0,1.0,0.0,3.0
1898,2013-14,X153,11X153,P.S. 153 Helen Keller,X153,0.0,0.0,1.0,0.0,0.0,1.0
1899,2013-14,X154,84X364      ,South Bronx Classical Charter School II,X364,,,,,,0.0
1900,2013-14,X154,07X154,P.S. 154 Jonathan D. Hyatt,X154,,,,,,0.0
1901,2013-14,X154,,333 EAST 135 STREET CONSOLIDATED LOCATION,,1.0,2.0,2.0,3.0,0.0,8.0
1902,2013-14,X155,75X754,J. M. Rapport School Career Development,X754,,,,,,0.0
1903,2013-14,X155,07X520,Foreign Language Academy of Global Studies,X520,,,,,,0.0
1904,2013-14,X155,,470 JACKSON AVENUE CONSOLIDATED LOCATION,,3.0,14.0,17.0,6.0,10.0,50.0
1905,2013-14,X156,07X385,Performance School,X385,,,,,,0.0
1906,2013-14,X156,07X359,Concourse Village Elementary School,X359,,,,,,0.0
1907,2013-14,X156,84X389      ,Bronx Global Learning Institute for Girls Charter,X389,,,,,,0.0
1908,2013-14,X156,,750 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,0.0,0.0,0.0,0.0,0.0,0.0
1909,2013-14,X157,07X157,P.S. 157 Grove Hill,X157,0.0,0.0,0.0,0.0,0.0,0.0
1910,2013-14,X158,84X482      ,Dr. Richard Izquierdo Health and Science Charter S,X482,,,,,,0.0
1911,2013-14,X158,12X267,Bronx Latin,X267,,,,,,0.0
1912,2013-14,X158,12X479,Bronx Career and College Preparatory High School,X479,,,,,,0.0
1913,2013-14,X158,,800 HOME STREET CONSOLIDATED LOCATION,,1.0,4.0,5.0,3.0,2.0,15.0
1914,2013-14,X159,10X159,P.S. 159 Luis Munoz Marin Biling,X159,0.0,0.0,1.0,0.0,0.0,1.0
1915,2013-14,X160,84X488      ,The Equality Charter School,X488,,,,,,0.0
1916,2013-14,X160,11X160,P.S. 160 Walt Disney,X160,,,,,,0.0
1917,2013-14,X160,,4140 HUTCHINSON RIVER PKWAY EA CONSOLIDATED LOCATION,,1.0,1.0,2.0,2.0,0.0,6.0
1918,2013-14,X161,07X161,P.S. 161 Ponce De Leon,X161,0.0,0.0,0.0,0.0,0.0,0.0
1919,2013-14,X162,84X393      ,University Prep Charter High School,X393,,,,,,0.0
1920,2013-14,X162,07X162,J.H.S. 162 Lola Rodriguez De Tio,X162,,,,,,0.0
1921,2013-14,X162,07X500,Hostos-Lincoln Academy of Science,X500,,,,,,0.0
1922,2013-14,X162,,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,,0.0,6.0,6.0,3.0,2.0,17.0
1923,2013-14,X163,09X163,P.S. 163 Arthur A. Schomburg,X163,0.0,1.0,0.0,1.0,0.0,2.0
1924,2013-14,X166,09X454,Science and Technology Academy: A Mott Hall School,X454,,,,,,0.0
1925,2013-14,X166,09X449,Grant Avenue Elementary School,X449,,,,,,0.0
1926,2013-14,X166,09X324,Bronx Early College Academy for Teaching & Learnin,X324,,,,,,0.0
1927,2013-14,X166,,250 EAST 164 STREET CONSOLIDATED LOCATION,,1.0,3.0,9.0,1.0,2.0,16.0
1928,2013-14,X167,12X214,P.S. 214,X214,,,,,,0.0
1929,2013-14,X167,12X383,Emolior Academy,X383,,,,,,0.0
1930,2013-14,X167,,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,,1.0,5.0,3.0,2.0,3.0,14.0
1931,2013-14,X169,11X169,BAYCHESTER ACADEMY,X169,0.0,0.0,0.0,0.0,0.0,0.0
1932,2013-14,X170,09X170,P.S. 170,X170,0.0,0.0,0.0,0.0,0.0,0.0
1933,2013-14,X173,09X236,P.S. 236 Langston Hughes,X236,0.0,0.0,1.0,0.0,0.0,1.0
1934,2013-14,X174,08X282,Women's Academy of Excellence,X282,,,,,,0.0
1935,2013-14,X174,08X375,The Bronx Mathematics Preparatory School,X375,,,,,,0.0
1936,2013-14,X174,08X367,"Archimedes Academy for Math, Science and Technolog",X367,,,,,,0.0
1937,2013-14,X174,,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,,1.0,9.0,14.0,2.0,4.0,30.0
1938,2013-14,X175,11X175,P.S. 175 City Island,X175,0.0,0.0,2.0,0.0,0.0,2.0
1939,2013-14,X178,75X176,P.S. X176,X176,,,,,,0.0
1940,2013-14,X178,11X178,P.S. 178 - Dr. Selman Waksman,X178,,,,,,0.0
1941,2013-14,X178,,850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,1.0,1.0,0.0,2.0,0.0,4.0
1942,2013-14,X180,11X180,M.S. 180 Dr. Daniel Hale Williams,X180,0.0,0.0,0.0,0.0,0.0,0.0
1943,2013-14,X181,11X181,I.S. 181 Pablo Casals,X181,2.0,3.0,1.0,4.0,1.0,11.0
1944,2013-14,X182,08X182,P.S. 182,X182,0.0,0.0,0.0,0.0,0.0,0.0
1945,2013-14,X183,07X551,The Urban Assembly Bronx Academy of Letters,X551,,,,,,0.0
1946,2013-14,X183,84X493      ,Success Academy Charter School - Bronx 1,X493,,,,,,0.0
1947,2013-14,X183,75X168,P.S. 168,X168,,,,,,0.0
1948,2013-14,X183,07X203,M.S. 203,X203,,,,,,0.0
1949,2013-14,X183,,339 MORRIS AVENUE CONSOLIDATED LOCATION,,0.0,5.0,14.0,3.0,0.0,22.0
1950,2013-14,X184,07X296,South Bronx Academy for Applied Media,X296,,,,,,0.0
1951,2013-14,X184,75X017,P.S. X017,X017,,,,,,0.0
1952,2013-14,X184,07X379,Jill Chaifetz Transfer High School,X379,,,,,,0.0
1953,2013-14,X184,07X298,Academy of Public Relations,X298,,,,,,0.0
1954,2013-14,X184,,778 FOREST AVENUE CONSOLIDATED LOCATION,,2.0,3.0,9.0,3.0,2.0,19.0
1955,2013-14,X189,11X462,Cornerstone Academy for Social Action Middle Schoo,X462,,,,,,0.0
1956,2013-14,X189,11X189,Cornerstone Academy for Social Action,X189,,,,,,0.0
